,text_review,tag,bin_tag,text_pos,lemmas,num_tokens
40,i purchased two of these batteries on the recommendation of my father-in-law both of us are photographers with canon equipment as replacements for my old canon batteries i have had them now for over a year and had absolutely no problems with them the camera reads them just like a canon battery so i have an accurate battery charge reading they have a life that matches a new canon brand battery bought one of those at the same time and will charge in the canon charger i am very happy with this battery and recommend it as a slightly less expensive alternative to the canon brand,3.0,1.0,LS VBD CD IN DT NNS IN DT NN IN PRP$ NN DT IN PRP VBP NNS IN NN NN IN NNS IN PRP$ JJ NN NNS FW VBP VBD PRP RB IN IN DT NN CC VBD RB DT NNS IN PRP DT NN VBZ PRP RB VBP DT NN NN RB FW VBP DT JJ NN NN NN PRP VBP DT NN WDT VBZ DT JJ NN NN NN VBD CD IN DT IN DT JJ NN CC MD VB IN DT NN NN FW VBP RB JJ IN DT NN CC VB PRP IN DT RB RBR JJ NN TO DT NN NN,i purchase two of these battery on the recommendation of my father-in-law both of we be photographer with canon equipment as replacement for my old canon battery i have have they now for over a year and have absolutely no problem with they the camera read they just like a canon battery so i have a accurate battery charge reading they have a life that match a new canon brand battery buy one of those at the same time and will charge in the canon charger i be very happy with this battery and recommend it as a slightly less expensive alternative to the canon brand,106
41,i would say this uzi has about eighty percent of the original's realism which is nice for halloween but does not quite cut it when you are trying to rob a liquor store downtown thus just the four stars,2.0,1.0,LS MD VB DT NN VBZ IN CD NN IN DT NN POS NN WDT VBZ JJ IN NN CC VBZ RB RB VB PRP WRB PRP VBP VBG TO VB DT NN NN NN RB RB DT CD NNS,i would say this uzi have about eighty percent of the original 's realism which be nice for halloween but do not quite cut it when you be try to rob a liquor store downtown thus just the four star,39
42,size was very nice but i felt the clasp was not sufficient and it tends to come undone often since i wear them for days at a timewithout changing out the reason i liked snuggly type ear rings is because they stay put but not these making them a risk for loss,2.0,1.0,NN VBD RB JJ CC FW VBD DT NN VBD RB JJ CC PRP VBZ TO VB VBN RB IN FW VB PRP IN NNS IN DT JJ VBG IN DT NN FW VBD RB NN NN NNS VBZ IN PRP VBP VBN CC RB DT VBG PRP DT NN IN NN,size be very nice but i feel the clasp be not sufficient and it tend to come undo often since i wear they for day at a timewithout change out the reason i like snuggly type ear ring be because they stay put but not these make they a risk for loss,52
43,metallica proved that heavy metal was not the only thing they were good at this album is arguably one of the best albums ever to come out by metallica it has the best mix of their heavy metal days and of their creativity to produce some pretty good ballads such as nothing else matters i would have to say this is their best album ever almost all the songs on here are really good that is including songs that were not hits who knows why overall if you are planning on getting it buy it,3.0,1.0,NN VBD IN JJ NN VBD RB DT JJ NN PRP VBD JJ IN DT NN VBZ RB CD IN DT JJS NNS RB TO VB RP IN NN PRP VBZ DT JJS NN IN PRP$ JJ NN NNS CC IN PRP$ NN TO VB DT RB JJ NNS JJ IN NN JJ NNS FW MD VB TO VB DT VBZ PRP$ JJS NN RB RB PDT DT NNS IN RB VBP RB JJ IN VBZ VBG NNS WDT VBD RB NNS WP VBZ WRB JJ IN PRP VBP VBG IN VBG PRP VB PRP,metallica prove that heavy metal be not the only thing they be good at this album be arguably one of the best album ever to come out by metallica it have the best mix of they heavy metal day and of they creativity to produce some pretty good ballad such as nothing else matter i would have to say this be they best album ever almost all the song on here be really good that be include song that be not hit who know why overall if you be plan on get it buy it,95
44,received nero eight non resale version says to be included with hardware only real or bootlegged,0.0,0.0,VBN NN CD JJ NN NN VBZ TO VB VBN IN NN RB JJ CC JJ,receive nero eight non resale version say to be include with hardware only real or bootlegged,16
45,have only used the largest case so far but i love it,1.0,0.0,VB RB VBN DT JJS NN RB RB CC FW VBP PRP,have only use the largest case so far but i love it,12
46,love this product i bought this for my four month old daughter she would lay there and kick away or lay on her belly and hit the key board with her hands for thirty minutes at a time all the while smiling and laughing even at thirteen months she still enjoys playing with it i would definitely suggest this product,1.0,0.0,NN DT NN FW VBD DT IN PRP$ CD NN JJ NN PRP MD VB RB CC VB RB CC VB IN PRP$ NN CC VBD DT JJ NN IN PRP$ NNS IN CD NNS IN DT NN PDT DT NN VBG CC VBG RB IN CD NNS PRP RB VBZ VBG IN PRP FW MD RB VB DT NN,love this product i buy this for my four month old daughter she would lay there and kick away or lay on she belly and hit the key board with she hand for thirty minute at a time all the while smile and laugh even at thirteen month she still enjoy play with it i would definitely suggest this product,60
47,my baby loves this sippy cup he was not drinking from a lot of others and i realized he needed the flexible nipple which this one has he drinks very nicely from it and we are very happy pricey but we did not have a choice since we could not find others our baby would be able to get liquid out of,2.0,1.0,PRP$ NN VBZ DT NN NN PRP VBD RB VBG IN DT NN IN NNS CC FW VBN PRP VBD DT JJ NN WDT DT CD VBZ PRP VBZ RB RB IN PRP CC PRP VBP RB JJ JJ CC PRP VBD RB VB DT NN IN PRP MD RB VB NNS PRP$ NN MD VB JJ TO VB JJ IN IN,my baby love this sippy cup he be not drink from a lot of other and i realize he need the flexible nipple which this one have he drink very nicely from it and we be very happy pricey but we do not have a choice since we could not find other we baby would be able to get liquid out of,62
48,happy to find his one on line seems a bit less sturdy than my old one but does the job glad to have it,1.0,0.0,JJ TO VB PRP$ CD IN NN VBZ DT NN RBR JJ IN PRP$ JJ CD CC VBZ DT NN JJ TO VB PRP,happy to find he one on line seem a bit less sturdy than my old one but do the job glad to have it,24
49,these figures are very well made and with the exception of the leafeon very stable at free standing without support information printed on each one are very subtle and hard to notice i would recommend this to any pokemon figurine collector,2.0,1.0,DT NNS VBP RB RB VBN CC IN DT NN IN DT NN RB JJ IN JJ NN IN NN NN VBN IN DT CD VBP RB JJ CC JJ TO VB FW MD VB DT TO DT NN NN NN,these figure be very well make and with the exception of the leafeon very stable at free standing without support information print on each one be very subtle and hard to notice i would recommend this to any pokemon figurine collector,41
50,this camera is awesome two thumbs up,1.0,0.0,DT NN VBZ JJ CD NNS IN,this camera be awesome two thumb up,7
51,exactly what i want ... i was hoping it will b the small size which i like .. nd good quality too,1.0,0.0,RB WP FW VBP : FW VBD VBG PRP MD SYM DT JJ NN WDT FW IN .,exactly what i want ... i be hope it will b the small size which i like .,22
52,better than i expected has a good grip factor looks slim and i love the red great product easily found in handbag due to color,2.0,1.0,JJR IN FW VBN VBZ DT JJ NN NN VBZ JJ CC FW VBP DT JJ JJ NN RB VBN IN NN JJ TO NN,better than i expect have a good grip factor look slim and i love the red great product easily find in handbag due to color,25
53,picture shows the case with a screen protector but mine did not come with one so i returned it,1.0,0.0,NN VBZ DT NN IN DT NN NN CC NN VBD RB VBN IN CD RB FW VBD PRP,picture show the case with a screen protector but mine do not come with one so i return it,19
54,a,0.0,0.0,DT,a,1
55,beautiful just as advertised,1.0,0.0,JJ RB IN VBN,beautiful just as advertise,4
56,do yourself a favor and do not purchase this software i have been trying for days to complete just one dvd slideshow of photos and it still will not work every time the slideshow gets to the fourth slide it quits working and says there has been error and the program needs to close it is so frustrating and such a waste not to mention the fact that i just bought this software from staples for forty and now see it here on amazon.com for just ten bucks what a rip off it does not work anyway so even ten would be a waste of money for this junk,0.0,0.0,VB PRP DT NN CC VBP RB VB DT NN FW VBP VBN VBG IN NNS TO VB RB CD NN NN IN NNS CC PRP RB MD RB VB DT NN DT NN VBZ TO DT JJ NN PRP VBZ VBG CC VBZ EX VBZ VBN NN CC DT NN VBZ TO VB PRP VBZ RB JJ CC JJ DT NN RB TO VB DT NN IN FW RB VBN DT NN IN NNS IN CD CC RB VBP PRP RB IN NNP IN RB CD NNS WP DT NN IN PRP VBZ RB VB RB RB RB CD MD VB DT NN IN NN IN DT NN,do yourself a favor and do not purchase this software i have be try for day to complete just one dvd slideshow of photo and it still will not work every time the slideshow get to the fourth slide it quit work and say there have be error and the program need to close it be so frustrating and such a waste not to mention the fact that i just buy this software from staple for forty and now see it here on amazon.com for just ten buck what a rip off it do not work anyway so even ten would be a waste of money for this junk,109
57,i love how quickly it got to my house,1.0,0.0,LS NN WRB RB PRP VBD TO PRP$ NN,i love how quickly it get to my house,9
58,my 4mo old loves this toy the music is fun buttons are easy to press and its light enough for her to pick up three stars because it dose'nt light up its kinda small for being almost thirteen and about three days after i ordered from amazon i was at target and found the exact same thing for around eight definatly recommend this item and i am a long time amazon shopper however in this instance its cheaper elsewhere,2.0,1.0,PRP$ JJ JJ VBZ DT NN DT NN VBZ NN NNS VBP JJ TO NN CC PRP$ JJ JJ IN PRP TO VB RP CD NNS IN PRP NN `` NN NN IN PRP$ NN JJ IN VBG RB CD CC IN CD NNS IN FW VBN IN NN FW VBD IN NN CC VBD DT JJ JJ NN IN IN CD RB VB DT NN CC FW VBP DT JJ NN NN NN RB IN DT NN PRP$ JJR RB,my 4mo old love this toy the music be fun button be easy to press and its light enough for she to pick up three star because it dose ` nt light up its kinda small for be almost thirteen and about three day after i order from amazon i be at target and find the exact same thing for around eight definatly recommend this item and i be a long time amazon shopper however in this instance its cheaper elsewhere,79
59,i have had the heater for about a week and so far works well as it should i like the matted black finish i think it looks more elegant that way but it probably depends on your room decor it is cold enough where i live that i leave the heater at maximum temperature for the most of time i have used the comfortemp button and it seems to level out the heat but it has not been tested enough to know for sure,2.0,1.0,LS VBP VBD DT NN IN IN DT NN CC RB RB VBZ RB IN PRP MD FW IN DT JJ JJ NN FW VB PRP VBZ RBR JJ DT NN CC PRP RB VBZ IN PRP$ NN NN PRP VBZ JJ RB WRB FW VBP IN FW VBP DT NN IN NN NN IN DT JJS IN NN FW VBP VBN DT NN NN CC PRP VBZ TO VB RP DT NN CC PRP VBZ RB VBN VBN RB TO VB IN JJ,i have have the heater for about a week and so far work well as it should i like the matted black finish i think it look more elegant that way but it probably depend on you room decor it be cold enough where i live that i leave the heater at maximum temperature for the most of time i have use the comfortemp button and it seem to level out the heat but it have not be test enough to know for sure,84
